Year,Team,RA/G,ERA,CG,tSho,SV,IP,H,R,ER,HR,BB,SO,WHIP,SO9,HR9,E,DP,Fld%,PAge,WS_Winner
2007,NYY,4.8,4.49,1,5,34,1450.2,1498,777,724,150,578,1009,1.431,6.26,0.93,88,174,0.985,31.4,No
2006,NYY,4.73,4.41,5,8,43,1443.2,1463,767,708,170,496,1019,1.357,6.35,1.06,104,145,0.983,32.5,No
2005,NYY,4.87,4.52,8,14,46,1430.2,1495,789,718,164,463,985,1.369,6.2,1.03,95,151,0.984,34.2,No
2004,NYY,4.99,4.69,1,5,59,1443.2,1532,808,752,182,445,1058,1.369,6.6,1.13,99,148,0.984,32.9,No
2003,NYY,4.39,4.02,8,12,49,1462.0,1512,716,653,145,375,1119,1.291,6.89,0.89,114,126,0.981,33.7,No
2002,NYY,4.33,3.87,9,11,53,1452.0,1441,697,625,144,403,1135,1.27,7.04,0.89,127,117,0.979,33.1,No
2001,NYY,4.43,4.02,7,9,57,1451.1,1429,713,649,158,465,1266,1.305,7.85,0.98,109,132,0.982,30.9,No
2000,NYY,5.06,4.76,9,6,40,1424.1,1458,814,753,177,577,1040,1.429,6.57,1.12,109,132,0.981,32.0,Yes
1999,NYY,4.51,4.13,6,10,50,1439.2,1402,731,661,158,581,1111,1.377,6.95,0.99,111,132,0.982,31.2,Yes
1998,NYY,4.05,3.82,22,16,48,1456.2,1357,656,619,156,466,1080,1.251,6.67,0.96,98,146,0.984,30.2,Yes
1997,NYY,4.25,3.84,11,10,51,1467.2,1463,688,626,144,532,1165,1.359,7.14,0.88,104,156,0.983,29.6,No
1996,NYY,4.86,4.65,6,9,52,1440.0,1469,787,744,143,610,1139,1.444,7.12,0.89,91,146,0.985,29.3,Yes
1995,NYY,4.74,4.56,18,5,35,1284.2,1286,688,651,159,535,908,1.417,6.36,1.11,74,121,0.986,28.1,No
1994,NYY,4.73,4.34,8,2,31,1019.2,1045,534,492,120,398,656,1.415,5.79,1.06,80,122,0.982,29.8,No
1993,NYY,4.7,4.35,11,13,38,1438.1,1467,761,695,170,552,899,1.404,5.63,1.06,105,166,0.983,28.9,No
1992,NYY,4.6,4.21,20,9,44,1452.2,1453,746,679,129,612,851,1.422,5.27,0.8,114,165,0.982,29.5,No
1991,NYY,4.8,4.42,3,11,37,1444.0,1510,777,709,152,506,936,1.396,5.83,0.95,133,181,0.979,29.5,No
1990,NYY,4.62,4.21,15,6,41,1444.2,1430,749,676,144,618,909,1.418,5.66,0.9,126,164,0.98,29.1,No
1989,NYY,4.92,4.5,15,9,44,1414.2,1550,792,708,150,521,787,1.464,5.01,0.95,122,183,0.98,29.2,No
1988,NYY,4.65,4.26,16,5,43,1456.0,1512,748,689,157,487,861,1.373,5.32,0.97,134,161,0.978,32.3,No
1987,NYY,4.68,4.36,19,10,47,1446.1,1475,758,700,179,542,900,1.395,5.6,1.11,102,155,0.983,32.1,No
1986,NYY,4.56,4.11,13,8,58,1443.1,1461,738,659,175,492,878,1.353,5.47,1.09,127,153,0.979,30.3,No
1985,NYY,4.1,3.69,25,9,49,1440.1,1373,660,590,157,518,907,1.313,5.67,0.98,126,172,0.979,30.9,No
1984,NYY,4.19,3.78,15,12,43,1465.1,1485,679,615,120,518,992,1.367,6.09,0.74,142,177,0.977,29.8,No
1983,NYY,4.34,3.86,47,12,32,1456.2,1449,703,624,116,455,892,1.307,5.51,0.72,139,157,0.978,28.5,No
1982,NYY,4.42,3.99,24,8,39,1459.0,1471,716,647,113,491,939,1.345,5.79,0.7,128,158,0.979,29.0,No
1981,NYY,3.21,2.9,16,13,30,948.0,827,343,305,64,287,606,1.175,5.75,0.61,72,100,0.982,30.2,No
1980,NYY,4.09,3.58,29,15,50,1464.1,1433,662,583,102,463,845,1.295,5.19,0.63,138,160,0.978,31.4,No
1979,NYY,4.2,3.83,43,10,37,1432.1,1446,672,610,123,455,731,1.327,4.59,0.77,122,183,0.981,31.0,No
1978,NYY,3.57,3.18,39,16,36,1460.2,1321,582,516,111,478,817,1.232,5.03,0.68,113,134,0.982,28.3,Yes
1977,NYY,4.02,3.61,52,16,34,1449.1,1395,651,581,139,486,758,1.298,4.71,0.86,132,151,0.979,28.6,Yes
1976,NYY,3.62,3.19,62,15,37,1455.0,1300,575,516,97,448,674,1.201,4.17,0.6,126,141,0.98,29.2,No
1975,NYY,3.68,3.29,70,11,20,1424.0,1325,588,520,104,502,809,1.283,5.11,0.66,135,148,0.978,28.7,No
1974,NYY,3.85,3.31,53,13,24,1455.1,1402,623,535,104,528,829,1.326,5.13,0.64,142,158,0.977,28.4,No
1973,NYY,3.77,3.34,47,16,39,1427.2,1379,610,530,109,457,708,1.286,4.46,0.69,156,172,0.976,29.4,No
1972,NYY,3.4,3.05,35,19,39,1373.1,1306,527,465,87,419,625,1.256,4.1,0.57,134,179,0.978,28.1,No
1971,NYY,3.96,3.43,67,15,12,1452.0,1382,641,554,126,423,707,1.243,4.38,0.78,125,159,0.981,27.3,No
1970,NYY,3.75,3.24,36,6,49,1471.2,1386,612,530,130,451,777,1.248,4.75,0.8,130,146,0.98,27.5,No
1969,NYY,3.62,3.23,53,13,20,1440.2,1258,587,517,118,522,801,1.236,5.0,0.74,131,158,0.979,26.6,No
1968,NYY,3.24,2.79,45,14,27,1467.1,1308,531,455,99,424,831,1.18,5.1,0.61,139,142,0.979,27.1,No
1967,NYY,3.81,3.24,37,16,27,1480.2,1375,621,533,110,480,898,1.253,5.46,0.67,154,144,0.976,27.0,No
1966,NYY,3.83,3.41,29,7,32,1415.2,1318,612,537,124,443,842,1.244,5.35,0.79,142,142,0.977,26.9,No
1965,NYY,3.73,3.28,41,11,29,1459.2,1337,604,532,126,511,1001,1.266,6.17,0.78,137,166,0.978,27.2,No
1964,NYY,3.52,3.15,46,18,45,1506.2,1312,577,528,129,504,989,1.205,5.91,0.77,109,158,0.983,27.0,No
1963,NYY,3.4,3.07,59,19,31,1449.0,1239,547,495,115,476,965,1.184,5.99,0.71,110,162,0.982,26.8,No
1962,NYY,4.2,3.7,33,10,42,1470.1,1375,680,605,146,499,838,1.275,5.13,0.89,131,151,0.979,27.8,Yes
1961,NYY,3.75,3.46,47,14,39,1451.0,1288,612,558,137,542,866,1.261,5.37,0.85,124,180,0.98,27.8,Yes
1960,NYY,4.05,3.52,38,16,42,1398.0,1225,627,546,123,609,712,1.312,4.58,0.79,129,162,0.979,28.5,No
1959,NYY,4.17,3.6,38,15,30,1399.0,1281,647,560,120,594,836,1.34,5.38,0.77,131,160,0.978,28.4,No
1958,NYY,3.72,3.22,53,21,33,1379.0,1201,577,493,116,557,796,1.275,5.2,0.76,128,182,0.978,29.1,Yes
1957,NYY,3.47,3.0,41,13,42,1395.1,1198,534,465,110,580,810,1.274,5.22,0.71,123,183,0.98,27.9,No
1956,NYY,4.1,3.63,50,10,35,1382.0,1285,631,557,114,652,732,1.402,4.77,0.74,136,214,0.977,26.4,Yes
1955,NYY,3.69,3.23,52,19,35,1372.1,1163,569,493,108,688,731,1.349,4.79,0.71,128,180,0.978,27.5,No
1954,NYY,3.63,3.26,51,16,43,1379.1,1284,563,500,86,552,655,1.331,4.27,0.56,126,198,0.979,29.7,No
1953,NYY,3.62,3.2,50,18,37,1358.1,1286,547,483,94,500,604,1.315,4.0,0.62,126,182,0.979,31.0,Yes
1952,NYY,3.62,3.14,72,21,27,1381.0,1240,557,482,94,581,666,1.319,4.34,0.61,127,199,0.979,30.9,Yes
1951,NYY,4.03,3.56,66,24,22,1367.0,1290,621,541,92,562,664,1.355,4.37,0.61,144,190,0.975,30.8,Yes
1950,NYY,4.46,4.15,66,12,31,1372.2,1322,691,633,118,708,712,1.479,4.67,0.77,119,188,0.98,30.6,Yes
1949,NYY,4.11,3.69,59,12,36,1371.1,1231,637,563,98,812,671,1.49,4.4,0.64,138,195,0.977,29.9,Yes
1948,NYY,4.11,3.75,62,16,24,1365.2,1289,633,569,94,641,654,1.413,4.31,0.62,120,161,0.979,28.9,No
1947,NYY,3.66,3.39,73,14,21,1374.1,1221,568,518,95,628,691,1.345,4.53,0.62,109,151,0.981,29.9,Yes
1946,NYY,3.55,3.13,68,17,17,1361.0,1232,547,474,66,552,653,1.311,4.32,0.44,150,174,0.975,30.6,No
1945,NYY,3.99,3.45,78,9,14,1355.0,1277,606,520,66,485,474,1.3,3.15,0.44,175,170,0.971,30.4,No
1944,NYY,4.01,3.39,78,9,12,1390.1,1351,617,523,82,532,529,1.354,3.42,0.53,156,170,0.974,29.1,No
1943,NYY,3.5,2.93,83,14,13,1415.1,1229,542,460,60,489,653,1.214,4.15,0.38,160,166,0.974,30.1,Yes
1942,NYY,3.29,2.91,88,18,17,1375.0,1259,507,444,71,431,558,1.229,3.65,0.46,142,190,0.976,30.6,No
1941,NYY,4.04,3.53,75,13,26,1396.1,1309,631,547,81,598,589,1.366,3.8,0.52,165,196,0.973,29.7,Yes
1940,NYY,4.33,3.89,76,10,14,1373.0,1389,671,593,119,511,559,1.384,3.66,0.78,152,158,0.975,30.0,No
1939,NYY,3.66,3.31,87,15,27,1348.2,1208,556,496,85,567,565,1.316,3.77,0.57,126,159,0.978,30.5,Yes
1938,NYY,4.52,3.91,91,11,13,1382.0,1436,710,601,85,566,567,1.449,3.69,0.55,169,177,0.973,30.1,Yes
1937,NYY,4.27,3.65,82,15,21,1396.0,1417,671,566,92,506,652,1.378,4.2,0.59,170,134,0.972,29.9,Yes
1936,NYY,4.72,4.17,77,6,21,1400.1,1474,731,649,84,663,624,1.526,4.01,0.54,163,148,0.973,28.9,Yes
1935,NYY,4.24,3.6,76,12,13,1331.0,1276,632,533,91,516,594,1.346,4.02,0.62,151,114,0.974,27.0,No
1934,NYY,4.34,3.76,83,13,12,1382.2,1349,669,577,71,542,656,1.368,4.27,0.46,157,151,0.973,26.7,No
1933,NYY,5.05,4.36,70,8,22,1354.2,1426,768,657,66,612,711,1.504,4.72,0.44,165,122,0.972,28.4,No
1932,NYY,4.64,3.98,96,11,13,1408.0,1425,724,623,93,561,780,1.411,4.99,0.59,188,124,0.969,28.5,Yes
1931,NYY,4.9,4.2,78,4,18,1410.1,1461,760,658,67,543,686,1.421,4.38,0.43,169,131,0.972,27.4,No
1930,NYY,5.83,4.88,65,7,17,1367.2,1566,898,742,93,524,572,1.528,3.76,0.61,207,132,0.965,27.9,No
1929,NYY,5.03,4.19,64,12,20,1366.2,1475,775,637,83,485,484,1.434,3.19,0.55,178,153,0.971,28.9,No
1928,NYY,4.45,3.74,83,13,22,1375.1,1466,685,571,59,452,487,1.395,3.19,0.39,194,136,0.968,28.8,Yes
1927,NYY,3.86,3.2,82,11,22,1389.2,1403,599,494,42,409,431,1.304,2.79,0.27,195,123,0.969,31.0,Yes
1926,NYY,4.6,3.86,63,4,22,1372.1,1442,713,588,56,478,486,1.399,3.19,0.37,210,117,0.966,30.7,No
1925,NYY,4.96,4.33,80,8,13,1387.2,1560,774,668,78,505,492,1.488,3.19,0.51,160,150,0.974,29.9,No
1924,NYY,4.36,3.86,76,13,13,1359.1,1483,667,583,59,522,487,1.475,3.22,0.39,156,131,0.974,29.3,No
1923,NYY,4.09,3.62,101,9,10,1380.2,1365,622,556,68,491,506,1.344,3.3,0.44,144,131,0.977,28.8,Yes
1922,NYY,4.01,3.39,100,7,13,1393.2,1402,618,525,73,423,458,1.309,2.96,0.47,157,124,0.975,28.0,No
1921,NYY,4.63,3.82,92,8,15,1364.0,1461,708,579,51,470,481,1.416,3.17,0.34,222,138,0.965,27.4,No
1920,NYY,4.08,3.32,88,15,13,1368.0,1414,629,504,48,420,480,1.341,3.16,0.32,194,129,0.969,29.0,No
1919,NYY,3.59,2.82,85,14,7,1287.0,1143,506,403,47,433,500,1.225,3.5,0.33,193,108,0.968,28.1,No
1918,NYY,3.77,3.0,59,8,13,1157.1,1103,475,386,25,463,370,1.353,2.88,0.19,161,137,0.97,26.7,No
1917,NYY,3.6,2.66,87,10,6,1411.1,1280,558,417,28,427,571,1.209,3.64,0.18,225,129,0.965,27.0,No
1916,NYY,3.6,2.77,84,12,17,1428.0,1249,561,440,37,476,616,1.208,3.88,0.23,219,119,0.967,25.6,No
1915,NYY,3.82,3.06,101,12,1,1382.2,1272,588,470,41,517,559,1.294,3.64,0.27,217,118,0.966,26.7,No
1914,NYY,3.5,2.81,98,9,2,1397.1,1277,550,437,30,390,563,1.193,3.63,0.19,238,93,0.963,25.8,No
1913,NYY,4.37,3.27,75,8,6,1344.0,1318,668,489,31,455,530,1.319,3.55,0.21,293,94,0.954,26.4,No
1912,NYY,5.5,4.13,105,5,3,1335.0,1448,842,612,28,436,637,1.411,4.29,0.19,382,77,0.94,26.7,No
1911,NYY,4.73,3.54,90,5,3,1360.2,1404,723,535,26,406,667,1.33,4.41,0.17,328,99,0.949,25.4,No
1910,NYY,3.57,2.61,110,14,8,1399.0,1238,557,406,16,364,654,1.145,4.21,0.1,286,95,0.956,25.4,No
1909,NYY,3.84,2.65,94,18,8,1350.1,1223,587,397,21,422,597,1.218,3.98,0.14,330,94,0.948,26.5,No
1908,NYY,4.6,3.16,90,11,3,1366.0,1293,713,479,26,458,585,1.282,3.85,0.17,337,78,0.947,28.8,No
1907,NYY,4.39,3.03,93,10,6,1333.2,1327,667,449,13,428,511,1.316,3.45,0.09,334,79,0.947,29.3,No
1906,NYY,3.5,2.78,99,18,5,1357.2,1236,543,419,21,351,605,1.169,4.01,0.14,272,69,0.957,29.4,No
1905,NYY,4.09,2.93,88,19,4,1353.2,1235,621,440,26,396,642,1.205,4.27,0.17,293,88,0.952,29.0,No
1904,NYY,3.39,2.57,123,15,1,1380.2,1180,526,394,29,311,684,1.08,4.46,0.19,275,90,0.958,29.1,No
1903,NYY,4.21,3.08,111,7,2,1201.1,1171,573,411,19,245,463,1.179,3.47,0.14,264,87,0.953,28.5,No
2023,OAK,5.7,5.48,0,5,29,1419.2,1464,924,865,213,694,1300,1.52,8.24,1.35,102,124,0.982,28.0,No
2022,OAK,4.75,4.52,0,7,34,1426.1,1394,770,717,195,503,1203,1.33,7.59,1.23,92,139,0.984,28.0,No
2021,OAK,4.24,4.02,3,11,39,1433.0,1362,687,640,191,439,1332,1.257,8.37,1.2,72,116,0.987,30.1,No
2019,OAK,4.2,3.97,1,12,45,1465.0,1342,680,646,201,477,1299,1.242,7.98,1.23,80,122,0.987,30.8,No
2018,OAK,4.16,3.81,2,14,44,1465.2,1303,674,621,184,474,1237,1.212,7.6,1.13,89,125,0.985,29.2,No
2017,OAK,5.1,4.67,1,6,35,1431.0,1444,826,743,210,502,1202,1.36,7.56,1.32,121,162,0.98,27.9,No
2016,OAK,4.7,4.51,2,7,42,1433.1,1459,761,718,185,464,1188,1.342,7.46,1.16,97,152,0.984,27.9,No
2015,OAK,4.5,4.14,5,15,28,1444.2,1402,729,664,172,474,1179,1.299,7.34,1.07,126,154,0.979,27.8,No
2014,OAK,3.53,3.22,7,13,31,1463.1,1269,572,524,147,406,1244,1.145,7.65,0.9,111,150,0.982,28.2,No
2013,OAK,3.86,3.56,6,13,46,1452.0,1339,625,574,163,428,1183,1.217,7.33,1.01,97,112,0.983,28.3,No
2012,OAK,3.79,3.48,1,13,47,1470.0,1360,614,569,147,462,1136,1.239,6.96,0.9,111,135,0.982,27.9,No
2011,OAK,4.19,3.71,6,12,39,1447.2,1380,679,597,136,519,1160,1.312,7.21,0.85,124,145,0.979,27.4,No
2010,OAK,3.86,3.56,7,17,38,1431.2,1315,626,566,153,512,1070,1.276,6.73,0.96,99,147,0.984,26.0,No
2009,OAK,4.7,4.26,2,10,38,1447.1,1486,761,685,156,523,1124,1.388,6.99,0.97,105,155,0.983,25.7,No
2008,OAK,4.29,4.01,4,7,33,1435.0,1364,690,640,135,576,1061,1.352,6.65,0.85,98,169,0.984,26.5,No
2007,OAK,4.68,4.28,4,9,36,1448.0,1468,758,689,138,530,1036,1.38,6.44,0.86,90,153,0.985,26.9,No
2006,OAK,4.49,4.21,5,11,54,1451.2,1525,727,679,162,529,1003,1.415,6.22,1.0,84,173,0.986,27.0,No
2005,OAK,4.06,3.69,9,12,38,1450.1,1315,658,594,154,504,1075,1.254,6.67,0.96,88,166,0.986,26.6,No
2004,OAK,4.58,4.17,10,8,35,1471.1,1466,742,682,164,544,1034,1.366,6.32,1.0,91,172,0.986,28.4,No
2003,OAK,3.97,3.63,16,14,48,1441.2,1336,643,582,140,499,1018,1.273,6.36,0.87,107,145,0.983,27.4,No
2002,OAK,4.04,3.68,9,19,48,1452.0,1391,654,593,135,474,1021,1.284,6.33,0.84,102,144,0.984,27.4,No
2001,OAK,3.98,3.59,13,9,44,1463.1,1384,645,583,153,440,1117,1.246,6.87,0.94,125,151,0.98,28.0,No
2000,OAK,5.05,4.58,7,11,43,1435.1,1535,813,730,158,615,963,1.498,6.04,0.99,134,164,0.978,29.5,No
1999,OAK,5.22,4.69,6,5,48,1438.1,1537,846,750,160,569,967,1.464,6.05,1.0,122,166,0.98,31.5,No
1998,OAK,5.35,4.81,12,4,39,1434.0,1555,866,766,179,529,922,1.453,5.79,1.12,141,155,0.977,31.2,No
1997,OAK,5.84,5.48,2,1,38,1445.1,1734,946,880,197,642,953,1.644,5.93,1.23,122,170,0.98,27.8,No
1996,OAK,5.56,5.2,7,5,34,1456.1,1638,900,841,205,644,884,1.567,5.46,1.27,103,195,0.984,27.1,No
1995,OAK,5.28,4.93,8,4,34,1273.0,1320,761,698,153,556,890,1.474,6.29,1.08,102,151,0.981,30.9,No
1994,OAK,5.17,4.8,12,9,23,1003.1,979,589,535,128,510,732,1.484,6.57,1.15,88,105,0.979,29.8,No
1993,OAK,5.22,4.9,8,2,42,1452.1,1551,846,791,157,680,864,1.536,5.35,0.97,111,161,0.982,30.9,No
1992,OAK,4.15,3.73,8,9,58,1447.0,1396,672,599,129,601,843,1.38,5.24,0.8,125,158,0.979,32.0,No
1991,OAK,4.79,4.57,14,10,49,1444.1,1425,776,734,155,655,892,1.44,5.56,0.97,107,150,0.982,30.9,No
1990,OAK,3.52,3.18,18,16,64,1456.0,1287,570,514,123,494,831,1.223,5.14,0.76,87,152,0.986,31.7,No
1989,OAK,3.56,3.09,17,20,57,1448.1,1287,576,497,103,510,930,1.241,5.78,0.64,129,159,0.979,30.0,Yes
1988,OAK,3.83,3.44,22,9,64,1489.1,1376,620,569,116,553,983,1.295,5.94,0.7,105,151,0.983,28.8,No
1987,OAK,4.87,4.32,18,6,40,1445.2,1442,789,694,176,531,1042,1.365,6.49,1.1,142,122,0.977,28.1,No
1986,OAK,4.69,4.31,22,8,37,1433.0,1334,760,686,166,667,937,1.396,5.88,1.04,135,120,0.978,27.3,No
1985,OAK,4.86,4.41,10,6,41,1453.0,1451,787,712,172,607,785,1.416,4.86,1.07,140,137,0.977,28.9,No
1984,OAK,4.91,4.48,15,6,44,1430.0,1554,796,712,155,592,695,1.501,4.37,0.98,146,159,0.975,27.5,No
1983,OAK,4.83,4.34,22,12,33,1454.1,1462,782,702,135,626,719,1.436,4.45,0.84,157,157,0.974,26.9,No
1982,OAK,5.06,4.54,42,6,22,1456.0,1506,819,735,177,648,697,1.479,4.31,1.09,160,140,0.974,27.0,No
1981,OAK,3.7,3.3,60,11,10,993.0,883,403,364,80,370,505,1.262,4.58,0.73,81,74,0.98,26.6,No
1980,OAK,3.96,3.46,94,9,13,1471.2,1347,642,566,142,521,769,1.269,4.7,0.87,130,115,0.979,25.8,No
1979,OAK,5.31,4.75,41,4,20,1429.1,1606,860,754,147,654,726,1.581,4.57,0.93,174,137,0.972,25.4,No
1978,OAK,4.26,3.62,26,11,29,1433.1,1401,690,577,106,582,750,1.383,4.71,0.67,179,145,0.971,25.3,No
1977,OAK,4.65,4.04,32,4,26,1436.2,1459,749,645,145,560,788,1.405,4.94,0.91,190,136,0.97,27.1,No
1976,OAK,3.71,3.26,39,15,29,1459.1,1412,598,528,96,415,711,1.252,4.38,0.59,144,130,0.977,27.9,No
1975,OAK,3.74,3.27,36,10,44,1448.0,1267,606,526,102,523,784,1.236,4.87,0.63,143,140,0.977,29.1,No
1974,OAK,3.4,2.95,49,12,28,1439.2,1322,551,472,90,430,755,1.217,4.72,0.56,141,154,0.977,27.1,Yes
1973,OAK,3.8,3.29,46,16,41,1457.1,1311,615,532,143,494,797,1.239,4.92,0.88,137,170,0.978,26.8,Yes
1972,OAK,2.95,2.58,42,23,43,1417.2,1170,457,406,96,418,862,1.12,5.47,0.61,130,146,0.979,27.0,Yes
1971,OAK,3.5,3.05,57,18,36,1469.1,1229,564,498,131,501,999,1.177,6.12,0.8,117,157,0.981,26.5,No
1970,OAK,3.66,3.3,33,15,40,1442.2,1253,593,529,134,542,858,1.244,5.35,0.84,141,152,0.977,27.2,No
1969,OAK,4.19,3.71,42,14,36,1480.2,1356,678,611,163,586,887,1.312,5.39,0.99,136,162,0.979,24.3,No
1968,OAK,3.34,2.94,45,18,30,1455.2,1220,544,476,124,505,997,1.185,6.16,0.77,145,136,0.977,24.0,No
