Year,Lg,W,L,Finish,RA/G,ERA,G,CG,tSho,SV,IP,H,R,ER,HR,BB,SO,WHIP,SO9,HR9,E,DP,Fld%,PAge,Team
1896,NL,40,90,11,7.09,5.33,131,115,1,1,1130.2,1448,929,669,40,456,279,1.684,2.22,0.32,345,73,0.936,26.6,STL
1895,NL,39,92,11,7.62,5.73,136,106,1,1,1161.1,1572,1036,739,64,443,284,1.735,2.2,0.5,383,94,0.93,25.6,STL
1894,NL,56,76,9,7.17,5.29,133,114,2,0,1161.0,1418,953,682,48,500,319,1.652,2.47,0.37,426,109,0.923,24.4,STL
1893,NL,57,75,10,6.14,4.06,135,114,3,4,1207.0,1292,829,545,38,542,301,1.519,2.24,0.28,398,110,0.93,24.5,STL
1892,NL,56,94,11,5.95,4.2,155,139,4,1,1344.2,1466,922,628,47,543,478,1.494,3.2,0.31,452,100,0.929,25.1,STL
1891,AA,85,51,2,5.31,3.23,139,101,8,10,1206.2,1088,738,433,50,571,613,1.375,4.57,0.37,459,91,0.92,21.9,STL
1890,AA,77,58,3,5.29,3.67,139,118,4,1,1195.1,1127,736,488,38,447,733,1.317,5.52,0.29,478,93,0.916,23.1,STL
1889,AA,90,45,2,4.82,3.0,141,121,7,4,1237.2,1166,680,413,39,413,617,1.276,4.49,0.28,438,100,0.925,21.2,STL
1888,AA,92,43,1,3.66,2.09,137,132,12,0,1212.2,939,501,282,19,225,517,0.96,3.84,0.14,430,73,0.924,20.0,STL
1887,AA,95,40,1,5.51,3.77,138,132,6,2,1199.1,1254,761,503,19,323,334,1.315,2.51,0.14,481,86,0.916,23.2,STL
1886,AA,93,46,1,4.26,2.49,139,134,14,2,1229.1,1087,592,340,13,329,583,1.152,4.27,0.1,494,96,0.915,24.6,STL
1885,AA,79,33,1,4.12,2.44,112,111,11,0,1002.0,879,461,272,12,168,378,1.045,3.4,0.11,381,64,0.92,25.0,STL
1884,AA,67,40,4,4.9,2.67,110,99,8,0,987.0,881,539,293,16,172,477,1.067,4.35,0.15,490,65,0.9,26.7,STL
1883,AA,65,33,2,4.17,2.23,98,93,9,1,879.1,729,409,218,7,150,325,1.0,3.33,0.07,388,62,0.909,26.2,STL
1882,AA,37,43,5,6.2,2.92,80,75,3,1,688.1,729,496,223,7,103,225,1.209,2.94,0.09,446,41,0.875,27.0,STL
2023,AL East,99,63,2,4.1,3.86,162,0,14,45,1442.0,1258,665,618,177,439,1507,1.177,9.41,1.1,75,114,0.987,28.5,TBD
2022,AL East,86,76,3,3.79,3.41,162,0,10,44,1435.2,1260,614,544,172,384,1384,1.145,8.68,1.08,84,110,0.985,29.1,TBD
2021,AL East,100,62,1,4.02,3.67,162,1,13,42,1455.2,1264,651,593,184,436,1478,1.168,9.14,1.14,80,130,0.986,28.8,TBD
2020,AL East,40,20,1,3.82,3.56,60,0,4,23,527.2,475,229,209,70,168,552,1.219,9.42,1.19,33,52,0.985,28.1,TBD
2019,AL East,96,66,2,4.05,3.65,162,0,12,46,1474.1,1274,656,598,181,453,1621,1.171,9.9,1.1,87,126,0.985,27.8,TBD
2018,AL East,90,72,3,3.99,3.74,162,0,14,52,1448.1,1236,646,602,164,501,1421,1.199,8.83,1.02,85,136,0.986,27.1,TBD
2017,AL East,80,82,3,4.35,3.97,162,0,9,53,1445.0,1324,704,638,193,503,1352,1.264,8.42,1.2,100,129,0.983,27.6,TBD
2016,AL East,68,94,5,4.4,4.2,162,1,8,42,1426.1,1395,713,665,210,491,1357,1.322,8.56,1.33,94,129,0.984,26.9,TBD
2015,AL East,80,82,4,3.96,3.74,162,1,12,60,1453.1,1314,642,604,175,477,1355,1.232,8.39,1.08,95,118,0.984,26.7,TBD
2014,AL East,77,85,4,3.86,3.56,162,3,22,37,1463.2,1292,625,579,145,482,1437,1.212,8.84,0.89,88,96,0.985,28.4,TBD
2013,AL East,92,71,2,3.96,3.74,163,9,17,42,1464.0,1315,646,608,153,482,1310,1.227,8.05,0.94,59,147,0.99,29.0,TBD
2012,AL East,90,72,3,3.56,3.19,162,7,15,50,1459.2,1233,577,518,139,469,1383,1.166,8.53,0.86,114,155,0.981,28.1,TBD
2011,AL East,91,71,2,3.79,3.58,162,15,13,32,1449.0,1263,614,577,161,504,1143,1.219,7.1,1.0,73,138,0.988,27.8,TBD
2010,AL East,96,66,1,4.01,3.78,162,6,12,51,1453.2,1347,649,611,175,478,1189,1.255,7.36,1.08,85,134,0.986,28.0,TBD
2009,AL East,84,78,3,4.65,4.33,162,3,5,41,1427.1,1421,754,686,183,515,1125,1.356,7.09,1.15,98,135,0.983,28.4,TBD
2008,AL East,97,65,1,4.14,3.82,162,7,12,52,1457.2,1349,671,618,166,526,1143,1.286,7.06,1.02,90,153,0.985,27.5,TBD
2007,AL East,66,96,5,5.83,5.53,162,2,2,28,1429.2,1649,944,879,199,568,1194,1.551,7.52,1.25,117,155,0.98,27.0,TBD
2006,AL East,61,101,5,5.28,4.96,162,3,7,33,1420.1,1600,856,782,180,606,979,1.553,6.2,1.14,116,156,0.981,27.0,TBD
2005,AL East,67,95,5,5.78,5.39,162,1,4,43,1421.2,1570,936,851,194,615,949,1.537,6.01,1.23,124,139,0.979,27.4,TBD
2004,AL East,70,91,4,5.23,4.81,161,3,5,35,1417.0,1459,842,757,192,580,923,1.439,5.86,1.22,119,139,0.98,27.5,TBD
2003,AL East,63,99,5,5.26,4.93,162,7,7,30,1436.2,1454,852,787,196,639,877,1.457,5.49,1.23,103,158,0.983,26.4,TBD
2002,AL East,55,106,5,5.7,5.29,161,12,3,25,1440.1,1567,918,846,215,620,925,1.518,5.78,1.34,126,168,0.979,26.9,TBD
2001,AL East,62,100,5,5.48,4.94,162,1,6,30,1423.2,1513,887,781,207,569,1030,1.462,6.51,1.31,139,144,0.977,26.9,TBD
2000,AL East,69,92,5,5.23,4.86,161,10,8,38,1431.1,1553,842,773,198,533,955,1.457,6.0,1.24,118,169,0.981,29.3,TBD
1999,AL East,69,93,5,5.64,5.06,162,6,5,45,1433.0,1606,913,805,172,695,1055,1.606,6.63,1.08,135,198,0.978,29.6,TBD
1998,AL East,63,99,5,4.64,4.35,162,7,7,28,1443.0,1425,751,698,171,643,1008,1.433,6.29,1.07,94,178,0.985,27.9,TBD
2023,AL West,90,72,2,4.42,4.28,162,3,13,30,1436.1,1330,716,683,198,491,1351,1.268,8.47,1.24,57,143,0.99,30.4,TEX
2022,AL West,68,94,4,4.59,4.22,162,1,10,37,1435.0,1345,743,673,169,581,1314,1.342,8.24,1.06,96,143,0.984,28.3,TEX
2021,AL West,60,102,5,5.03,4.79,162,0,3,31,1424.1,1402,815,758,232,513,1239,1.344,7.83,1.47,83,146,0.986,27.8,TEX
2020,AL West,22,38,5,5.2,5.02,60,2,3,10,516.2,479,312,288,81,236,489,1.384,8.52,1.41,40,40,0.981,28.7,TEX
2019,AL West,78,84,3,5.42,5.06,162,4,9,33,1438.0,1515,878,808,241,583,1379,1.459,8.63,1.51,105,143,0.982,28.3,TEX
2018,AL West,67,95,5,5.23,4.92,162,1,5,42,1431.0,1516,848,783,222,491,1121,1.403,7.05,1.4,120,168,0.98,30.4,TEX
2017,AL West,78,84,3,5.04,4.66,162,2,6,29,1434.1,1443,816,742,214,559,1107,1.396,6.95,1.34,108,173,0.982,28.8,TEX
2016,AL West,95,67,1,4.67,4.37,162,1,6,56,1443.0,1441,757,700,201,534,1154,1.369,7.2,1.25,97,190,0.984,28.8,TEX
2015,AL West,88,74,1,4.52,4.24,162,5,9,45,1442.2,1459,733,680,171,508,1095,1.363,6.83,1.07,119,169,0.981,28.1,TEX
2014,AL West,67,95,5,4.77,4.49,162,6,17,33,1426.1,1510,773,711,160,505,1110,1.413,7.0,1.01,106,155,0.982,27.9,TEX
2013,AL West,91,72,2,3.9,3.62,163,4,10,46,1463.1,1370,636,589,157,498,1309,1.277,8.05,0.97,86,146,0.986,27.9,TEX
2012,AL West,93,69,2,4.36,3.99,162,7,10,43,1442.0,1378,707,639,175,446,1286,1.265,8.03,1.09,85,136,0.986,28.8,TEX
2011,AL West,96,66,1,4.18,3.79,162,10,19,38,1441.1,1327,677,607,170,461,1179,1.241,7.36,1.06,114,164,0.981,28.8,TEX
2010,AL West,90,72,1,4.24,3.93,162,7,8,46,1455.1,1355,687,636,162,551,1181,1.31,7.3,1.0,105,133,0.982,27.6,TEX
2009,AL West,87,75,2,4.57,4.38,162,8,11,45,1434.2,1432,740,698,171,531,1016,1.368,6.37,1.07,106,168,0.982,27.7,TEX
2008,AL West,79,83,2,5.97,5.37,162,6,8,36,1442.0,1647,967,860,176,625,963,1.576,6.01,1.1,132,191,0.978,28.1,TEX
2007,AL West,75,87,4,5.21,4.75,162,0,6,42,1430.0,1525,844,755,155,668,976,1.534,6.14,0.98,124,179,0.98,27.7,TEX
2006,AL West,80,82,3,4.84,4.6,162,3,8,42,1431.1,1558,784,731,162,496,972,1.435,6.11,1.02,98,174,0.984,28.3,TEX
2005,AL West,79,83,3,5.3,4.96,162,2,6,46,1440.0,1589,858,794,159,522,932,1.466,5.83,0.99,108,149,0.982,30.5,TEX
2004,AL West,89,73,3,4.9,4.53,162,5,9,52,1439.2,1536,794,724,182,547,979,1.447,6.12,1.14,117,152,0.981,30.6,TEX
2003,AL West,71,91,4,5.98,5.67,162,4,3,43,1433.1,1625,969,903,208,603,1009,1.554,6.34,1.31,94,168,0.985,28.1,TEX
2002,AL West,72,90,4,5.44,5.15,162,4,4,33,1439.2,1528,882,824,194,669,1030,1.526,6.44,1.21,99,152,0.984,29.7,TEX
2001,AL West,73,89,4,5.98,5.71,162,4,3,37,1438.1,1670,968,913,222,596,951,1.575,5.95,1.39,114,167,0.981,28.5,TEX
2000,AL West,71,91,4,6.01,5.52,162,3,4,39,1429.0,1683,974,876,202,661,918,1.64,5.78,1.27,135,162,0.978,28.7,TEX
1999,AL West,95,67,1,5.3,5.07,162,6,9,47,1436.1,1626,859,809,186,509,979,1.486,6.13,1.17,119,169,0.981,30.1,TEX
1998,AL West,88,74,1,5.38,4.99,162,10,8,46,1431.1,1624,871,794,164,519,994,1.497,6.25,1.03,121,140,0.98,29.9,TEX
1997,AL West,77,85,3,5.08,4.69,162,8,9,33,1429.2,1598,823,745,169,541,925,1.496,5.82,1.06,121,155,0.98,29.7,TEX
1996,AL West,90,72,1,4.9,4.65,163,19,6,43,1449.1,1569,799,749,168,582,976,1.484,6.06,1.04,87,150,0.986,30.5,TEX
1995,AL West,74,70,3,5.0,4.66,144,14,4,34,1285.0,1385,720,665,152,514,838,1.478,5.87,1.06,98,156,0.982,30.6,TEX
1994,AL West,52,62,1,6.11,5.45,114,10,4,26,1023.0,1176,697,620,157,394,683,1.535,6.01,1.38,106,106,0.976,29.0,TEX
1993,AL West,86,76,2,4.64,4.28,162,20,6,45,1438.1,1476,751,684,144,562,957,1.417,5.99,0.9,132,145,0.979,30.3,TEX
1992,AL West,77,85,4,4.65,4.09,162,19,3,42,1460.1,1471,753,663,113,598,1034,1.417,6.37,0.7,154,153,0.975,29.6,TEX
1991,AL West,85,77,3,5.02,4.47,162,9,10,41,1479.0,1486,814,734,151,662,1022,1.452,6.22,0.92,134,138,0.979,29.0,TEX
1990,AL West,83,79,3,4.3,3.83,162,25,9,36,1444.2,1343,696,615,113,623,997,1.361,6.21,0.7,133,161,0.979,30.3,TEX
1989,AL West,83,79,4,4.41,3.91,162,26,7,44,1434.1,1279,714,623,119,654,1112,1.348,6.98,0.75,136,137,0.978,29.8,TEX
1988,AL West,70,91,6,4.57,4.05,161,41,11,31,1438.2,1310,735,647,129,654,912,1.365,5.71,0.81,131,145,0.979,28.0,TEX
1987,AL West,75,87,6,5.24,4.63,162,20,3,27,1444.1,1388,849,743,199,760,1103,1.487,6.87,1.24,151,148,0.976,27.6,TEX
1986,AL West,87,75,2,4.59,4.11,162,15,8,41,1450.1,1356,743,662,145,736,1059,1.442,6.57,0.9,122,160,0.98,26.4,TEX
1985,AL West,62,99,7,4.88,4.56,161,18,5,33,1411.2,1479,785,715,173,501,863,1.403,5.5,1.1,120,145,0.98,29.2,TEX
